波长(nm),大气消光系数(cm⁻¹)
4702.0,3.1922522578175886e-06
4703.0,3.1920198093080255e-06
4704.0,3.191787520537026e-06
4705.0,3.1915552692483487e-06
4706.0,3.0488856501150592e-06
4707.0,3.048654401443134e-06
4708.0,3.0484234873416394e-06
4709.0,3.0481924241347337e-06
4710.0,3.0479616174629106e-06
4711.0,3.047730694781065e-06
4712.0,3.0474997936943485e-06
4713.0,3.047269180586802e-06
4714.0,3.0470384249447478e-06
4715.0,3.0460561213154917e-06
4716.0,3.0458259314100616e-06
4717.0,2.9985031993514005e-06
4718.0,2.9982756806830546e-06
4719.0,2.9980482136126007e-06
4720.0,2.997821110014673e-06
4721.0,2.9975935793482546e-06
4722.0,2.997366570655433e-06
4723.0,2.997139266261034e-06
4724.0,2.9969121693735056e-06
4725.0,2.9966851586559027e-06
4726.0,2.99645816337075e-06
4727.0,2.9962310713351946e-06
4728.0,2.996004216381385e-06
4729.0,2.999127447808125e-06
4730.0,2.998901319132157e-06
4731.0,2.998675615376521e-06
4732.0,2.9984497731380016e-06
4733.0,2.9982243549150065e-06
4734.0,2.9979985805683666e-06
4735.0,2.9977730757261234e-06
4736.0,2.997547431489252e-06
4737.0,2.9973221534573477e-06
4738.0,2.996184240741552e-06
4739.0,2.9959592046419455e-06
4740.0,2.9765617912087284e-06
4741.0,2.9763392040469804e-06
4742.0,2.9761163117980416e-06
4743.0,2.9758934156110145e-06
4744.0,2.9756710182262546e-06
4745.0,2.97544843075415e-06
4746.0,2.9752260410711307e-06
4747.0,2.975003613672553e-06
4748.0,2.974781076800894e-06
4749.0,2.9745589613632077e-06
4750.0,2.9743365890703907e-06
4751.0,2.9572156443177134e-06
4752.0,2.956995558361439e-06
4753.0,2.956775557483092e-06
4754.0,2.9565552525565833e-06
4755.0,2.9563354204318827e-06
4756.0,2.9561155082512515e-06
4757.0,2.955895555371394e-06
4758.0,2.9556757232264475e-06
4759.0,2.9554558905233937e-06
4760.0,2.9542054257118314e-06
4761.0,2.953986163459276e-06
4762.0,2.928482854675821e-06
4763.0,2.9282683314539766e-06
4764.0,2.928054320802661e-06
4765.0,2.927841183682987e-06
4766.0,2.9276271918594075e-06
4767.0,2.9274126693127587e-06
4768.0,2.9271986595764208e-06
4769.0,2.92698552152426e-06
4770.0,2.9267715385296734e-06
4771.0,2.9265584264277883e-06
4772.0,2.9263442509910354e-06
4773.0,2.9261313044049604e-06
4774.0,2.9074013787588585e-06
4775.0,2.9071965598863363e-06
4776.0,2.906992063005201e-06
4777.0,2.906788599773394e-06
4778.0,2.9065840938847272e-06
4779.0,2.90637914625979e-06
4780.0,2.9061746995011822e-06
4781.0,2.9059711688756764e-06
4782.0,2.905766896783957e-06
4783.0,2.9037525582383526e-06
4784.0,2.9035496800732095e-06
4785.0,2.906986395180069e-06
4786.0,2.9067973237195405e-06
4787.0,2.9066061905857077e-06
4788.0,2.9064172054812247e-06
4789.0,2.9062271552322265e-06
4790.0,2.9060368066931496e-06
4791.0,2.905846911887847e-06
4792.0,2.9056576436808355e-06
4793.0,2.9054676688726625e-06
4794.0,2.9052782086152725e-06
4795.0,2.905089546648399e-06
4796.0,2.904900008443183e-06
4797.0,2.8346871014392864e-06
4798.0,2.8345192094661996e-06
4799.0,2.8343522820977987e-06
4800.0,2.834184548336987e-06
4801.0,2.8340172615595853e-06
4802.0,2.833849813009491e-06
4803.0,2.8336813939837507e-06
4804.0,2.8335148384435627e-06
4805.0,2.833347826177127e-06
4806.0,2.8320170284952077e-06
4807.0,2.8318506765489648e-06
4808.0,2.764065371763992e-06
4809.0,2.7639180017575785e-06
4810.0,2.763769381600436e-06
4811.0,2.7636222484151502e-06
4812.0,2.7634752060058296e-06
4813.0,2.7633276067967313e-06
4814.0,2.7631808004913946e-06
4815.0,2.7630324447634816e-06
4816.0,2.7628858766935093e-06
4817.0,2.7627382393279328e-06
4818.0,2.7625917276954617e-06
4819.0,2.762444498930233e-06
4820.0,2.7554140010717405e-06
4821.0,2.7552794555149467e-06
4822.0,2.755144192837951e-06
4823.0,2.7550088817359554e-06
4824.0,2.754873628835191e-06
4825.0,2.7547381630696178e-06
4826.0,2.7546029421209565e-06
4827.0,2.754468461044301e-06
4828.0,2.754333602677083e-06
4829.0,2.752290195423845e-06
4830.0,2.7521557648277796e-06
4831.0,2.788991217916235e-06
4832.0,2.788865582190302e-06
4833.0,2.7887393070591577e-06
4834.0,2.788613222036858e-06
4835.0,2.788487817462149e-06
4836.0,2.7883619333499095e-06
4837.0,2.7882364018219896e-06
4838.0,2.7881107196406467e-06
4839.0,2.787984907751898e-06
4840.0,2.7878599288604317e-06
4841.0,2.7877341573643027e-06
4842.0,2.787609055517381e-06
4843.0,2.9450672470259623e-06
4844.0,2.9449436519480624e-06
4845.0,2.9448207783981164e-06
4846.0,2.944696334041552e-06
4847.0,2.944574044331577e-06
4848.0,2.9444503720073665e-06
4849.0,2.9443274194686375e-06
4850.0,2.9442043320585467e-06
4851.0,2.944080859753441e-06
4852.0,2.9439571181204724e-06
4853.0,2.9414531383000815e-06
4854.0,2.9413312887711165e-06
4855.0,3.165426735653969e-06
4856.0,3.1653054018798483e-06
4857.0,3.1651843562049945e-06
4858.0,3.16506329111071e-06
4859.0,3.1649423802661674e-06
4860.0,3.1648214502946136e-06
4861.0,3.1647005020619582e-06
4862.0,3.1645795490617186e-06
4863.0,3.1644587248674855e-06
4864.0,3.164337908857992e-06
4865.0,3.1642169311298762e-06
4866.0,3.1640962151856453e-06
4867.0,3.4381502994154275e-06
4868.0,3.438031504305253e-06
4869.0,3.4379125674664184e-06
4870.0,3.437793841537667e-06
4871.0,3.4376749945230804e-06
4872.0,3.4375561830762553e-06
4873.0,3.437437565221891e-06
4874.0,3.437319020098804e-06
4875.0,3.437200318952661e-06
4876.0,3.4317386711950093e-06
4877.0,3.431621443053682e-06
4878.0,3.4315041217259514e-06
4879.0,3.737069956555094e-06
4880.0,3.7369606602030113e-06
4881.0,3.736851543821848e-06
4882.0,3.7367421692954545e-06
4883.0,3.7366329086563517e-06
4884.0,3.7365238667857917e-06
4885.0,3.7364147217905005e-06
4886.0,3.7363054995578274e-06
4887.0,3.7361963184940014e-06
4888.0,3.7360870962009042e-06
4889.0,3.7359782833462277e-06
4890.0,3.9921365817719815e-06
4891.0,3.992037749353879e-06
4892.0,3.991939626650937e-06
4893.0,3.991840830328851e-06
4894.0,3.991742390824277e-06
4895.0,3.991643899613468e-06
4896.0,3.991545496935978e-06
4897.0,3.99144719748303e-06
4898.0,3.9913486783606344e-06
4899.0,3.9912504169756514e-06
4900.0,3.97842580149036e-06
4901.0,3.978330342795267e-06
4902.0,4.123101331948269e-06
4903.0,4.123020458732378e-06
4904.0,4.122939536634091e-06
4905.0,4.1228582029062225e-06
4906.0,4.122777611089012e-06
4907.0,4.12269691329658e-06
4908.0,4.122615799688965e-06
4909.0,4.122534766094891e-06
4910.0,4.122453983407705e-06
4911.0,4.1223732802554645e-06
4912.0,4.122292467281401e-06
4913.0,4.122211305752852e-06
4914.0,4.122130703433805e-06
4915.0,4.097537143569988e-06
4916.0,4.097467244143156e-06
4917.0,4.097397526246882e-06
4918.0,4.097327424565038e-06
4919.0,4.097257834498399e-06
4920.0,4.097187640170729e-06
4921.0,4.097118220165366e-06
4922.0,4.097048418452623e-06
4923.0,4.096978606725055e-06
4924.0,4.086833007238966e-06
4925.0,4.086765282143705e-06
4926.0,4.086697517489641e-06
4927.0,3.886460637613966e-06
4928.0,3.8864029968574185e-06
4929.0,3.8863451865999456e-06
4930.0,3.886287519102871e-06
4931.0,3.886229835733483e-06
4932.0,3.886172441725603e-06
4933.0,3.8861145040068974e-06
4934.0,3.88605686670859e-06
4935.0,3.885999496420217e-06
4936.0,3.885941974984898e-06
4937.0,3.885884297770895e-06
4938.0,3.88582689260951e-06
4939.0,3.7022958999051637e-06
4940.0,3.702240999749301e-06
4941.0,3.7021862431343353e-06
4942.0,3.702131339459627e-06
4943.0,3.7020765785698906e-06
4944.0,3.702022009101331e-06
4945.0,3.7019671496493783e-06
4946.0,3.7019127683156877e-06
4947.0,3.7018580013271513e-06
4948.0,3.701803329220776e-06
4949.0,3.6853620985859247e-06
4950.0,3.685310658339533e-06
4951.0,3.5805668516932514e-06
4952.0,3.5805194008327824e-06
4953.0,3.5804715778889102e-06
4954.0,3.580423907484413e-06
4955.0,3.5803751430815792e-06
4956.0,3.5803279518574927e-06
4957.0,3.5802793211849053e-06
4958.0,3.580231565932074e-06
4959.0,3.580185175036298e-06
4960.0,3.5801363108700295e-06
4961.0,3.580089528922531e-06
4962.0,3.5800409714407516e-06
4963.0,3.590385703809208e-06
4964.0,3.590339802889667e-06
4965.0,3.5902935194555166e-06
4966.0,3.5902482381313628e-06
4967.0,3.590201002656153e-06
4968.0,3.5901549592871837e-06
4969.0,3.590109741682999e-06
4970.0,3.5900636270848765e-06
4971.0,3.590017460274481e-06
4972.0,3.5899716196991478e-06
4973.0,3.577583652295796e-06
4974.0,3.5775401248018818e-06
4975.0,3.5774956937881163e-06
4976.0,3.510736930551391e-06
4977.0,3.510695328309378e-06
4978.0,3.5106536026269e-06
4979.0,3.510612396402842e-06
4980.0,3.5105712266409163e-06
4981.0,3.5105304136316483e-06
4982.0,3.510489636212413e-06
4983.0,3.510448574889249e-06
4984.0,3.5104073904216757e-06
4985.0,3.510366720705706e-06
4986.0,3.510324723323177e-06
4987.0,3.510283649627905e-06
4988.0,3.33969044051918e-06
4989.0,3.3396479956807844e-06
4990.0,3.339605611229793e-06
4991.0,3.3395646370917397e-06
4992.0,3.33952237137819e-06
4993.0,3.3394788191060565e-06
4994.0,3.3394366751105568e-06
4995.0,3.339394590956462e-06
4996.0,3.33935256653521e-06
4997.0,3.3393106017384503e-06
4998.0,3.3296142316011735e-06
4999.0,3.329575149011931e-06
5000.0,3.3295334589764254e-06
